Turf Name,Location,Landmark,Price Per Hour,Rating,Number of Reviews,Open Time,Close Time,Available on Weekend,Turf Type,Amenities,Contact Number,Latitude,Longitude,Maintenance Issues (days/month),Last-Minute Cancellations/week,Year,Users Per Year
Martinez-Wilson Turf,Velachery,Beside Metro Station,741,4.9,93,06:00,21:00,Yes,5‑a‑side,"Parking, Washroom",430-996-8195,13.090559,80.152353,2,7,2022,3945
"Campos, Valenzuela and Krueger Turf",Tambaram,Next to ABC Park,511,3.1,46,05:00,22:00,No,6‑a‑side,"Canteen, Changing Room",458-571-4901,13.083479,80.102717,3,7,2022,4243
"Russell, Sims and Jefferson Turf",Kilpauk,Close to Railway Station,656,3.8,1,05:00,20:00,Yes,5‑a‑side,"Changing Room, Washroom, Canteen, Floodlights",725.856.1614,13.195841,80.175428,1,2,2022,1995
Alexander Inc Turf,Kilpauk,Next to ABC Park,852,2.8,58,05:00,22:00,Yes,Futsal,"Washroom, Parking",647-655-3094,13.06129,80.277682,1,6,2022,3804
"Floyd, Strickland and Valenzuela Turf",Ambattur,Opposite Main Bus Stop,829,2.8,26,05:00,22:00,No,5‑a‑side,"Parking, Floodlights, Canteen",729.795.1763x365,13.13677,80.209842,4,2,2022,4263
Mitchell-Hale Turf,Perungudi,Opposite Main Bus Stop,1123,2.7,83,05:00,22:00,No,6‑a‑side,"Parking, Floodlights, Canteen",001-272-490-7027x81685,13.123789,80.025503,0,5,2022,2353
Lynch-Morris Turf,Nungambakkam,Close to Railway Station,711,5.0,123,07:00,23:00,No,6‑a‑side,"Parking, Changing Room, Canteen, Floodlights",001-284-488-8284x4804,13.086317,80.162971,4,5,2022,1791
Gonzalez PLC Turf,Adyar,Next to ABC Park,715,3.2,39,08:00,20:00,No,5‑a‑side,"Parking, Changing Room, Washroom, Canteen",001-207-503-7038,13.062792,80.0074,3,2,2022,4081
Rivas-Faulkner Turf,Pallavaram,Opposite Main Bus Stop,564,4.9,32,08:00,22:00,Yes,6‑a‑side,"Parking, Changing Room",239-286-7878x31476,13.09134,80.1034,3,6,2022,3957
Wells LLC Turf,Kodambakkam,Beside Metro Station,558,3.8,70,06:00,22:00,Yes,6‑a‑side,"Floodlights, Parking",(274)411-6749,13.106678,80.22949,3,2,2022,2136
"Dickerson, Mcintosh and Carr Turf",Tambaram,Next to ABC Park,500,5.0,78,05:00,22:00,Yes,5‑a‑side,"Washroom, Canteen",+1-223-693-6545x9854,13.022194,80.100817,3,7,2022,4196
Pollard PLC Turf,Kilpauk,Near XYZ Mall,550,3.8,27,06:00,22:00,Yes,7‑a‑side,"Changing Room, Canteen",+1-927-316-4642x96458,13.087074,80.119236,3,9,2022,3499
"Mcgrath, Thompson and Parrish Turf",Tambaram,Near XYZ Mall,668,4.5,6,08:00,20:00,No,7‑a‑side,"Changing Room, Parking, Canteen, Floodlights",(528)934-7680,13.085429,80.290543,2,3,2022,3652
Avila-Erickson Turf,Anna Nagar,Near XYZ Mall,448,3.3,32,06:00,23:00,No,5‑a‑side,"Floodlights, Canteen",9476414012,13.115511,80.048028,1,0,2022,1198
Stewart and Sons Turf,Guindy,Close to Railway Station,1174,4.7,51,05:00,20:00,Yes,6‑a‑side,"Parking, Washroom, Changing Room",+1-888-851-1887x90530,13.134316,80.028574,3,3,2022,2660
Turner Inc Turf,Nungambakkam,Close to Railway Station,598,3.3,127,08:00,21:00,Yes,7‑a‑side,"Canteen, Washroom",001-307-955-7346x16479,13.164486,80.103857,0,6,2022,4597
"Davis, Chan and Duncan Turf",Kodambakkam,Opposite Main Bus Stop,752,4.2,11,05:00,22:00,No,6‑a‑side,"Changing Room, Floodlights, Canteen, Parking",(723)730-4130x0664,13.045686,80.122368,0,3,2022,1354
"Mason, Rich and Walton Turf",Perungudi,Opposite Main Bus Stop,704,3.0,92,05:00,21:00,Yes,Futsal,"Washroom, Floodlights, Canteen",+1-560-343-6016x553,13.128413,80.1459,0,5,2022,3974
"Flores, Gonzalez and Keith Turf",Porur,Beside Metro Station,499,4.6,102,08:00,22:00,No,6‑a‑side,"Canteen, Changing Room, Parking, Washroom",887-425-1611x5392,13.061114,80.297032,0,8,2022,2207
Hill Inc Turf,T Nagar,Beside Metro Station,455,3.0,0,08:00,22:00,Yes,Futsal,"Parking, Floodlights",6959358940,13.054043,80.276428,2,0,2022,3277
Rodriguez PLC Turf,Guindy,Opposite Main Bus Stop,825,3.4,97,08:00,23:00,Yes,7‑a‑side,"Changing Room, Washroom, Canteen, Parking",967.994.3078x9033,13.066339,80.108629,0,4,2022,2233
"Curtis, Smith and Castro Turf",Medavakkam,Near XYZ Mall,804,3.3,103,07:00,22:00,Yes,6‑a‑side,"Canteen, Floodlights, Washroom",4744861806,13.115569,80.220026,3,6,2022,4010
"Black, Mccoy and Johnson Turf",Medavakkam,Beside Metro Station,762,3.9,69,06:00,22:00,Yes,6‑a‑side,"Floodlights, Changing Room",341.757.4869x89232,13.013822,80.26044,4,0,2022,702
Wagner LLC Turf,Guindy,Beside Metro Station,778,3.0,100,06:00,22:00,Yes,Futsal,"Floodlights, Washroom, Parking",822-523-9104x5215,13.057082,80.120958,0,3,2022,3755
"Escobar, Coleman and Hampton Turf",Guindy,Opposite Main Bus Stop,577,4.2,123,07:00,23:00,No,7‑a‑side,"Parking, Changing Room, Floodlights",486.217.5242,13.000586,80.11031,2,5,2022,4718
Burke-Simon Turf,Medavakkam,Next to ABC Park,543,4.3,14,08:00,22:00,No,6‑a‑side,"Washroom, Canteen, Floodlights, Changing Room",+1-461-316-8108x42405,13.193496,80.026669,2,1,2022,4996
"Williams, Taylor and Mendoza Turf",T Nagar,Beside Metro Station,1041,3.3,43,05:00,22:00,No,5‑a‑side,"Floodlights, Canteen, Washroom, Parking",2582200128,13.189174,80.02457,0,9,2022,1266
Barrett-Clark Turf,Velachery,Beside Metro Station,539,4.9,145,08:00,21:00,No,7‑a‑side,"Parking, Changing Room, Washroom, Canteen",001-467-326-6308x597,13.041715,80.186943,4,4,2022,4889
"Schaefer, Moore and Galvan Turf",OMR,Opposite Main Bus Stop,1089,4.3,112,08:00,20:00,Yes,7‑a‑side,"Canteen, Floodlights",-8452,13.175028,80.027933,0,9,2022,2827
Peters PLC Turf,T Nagar,Close to Railway Station,1188,2.8,77,06:00,20:00,No,7‑a‑side,"Parking, Floodlights, Changing Room, Canteen",(250)306-3359x726,13.037828,80.246521,2,0,2022,3431
"Pitts, Stevenson and Brown Turf",T Nagar,Opposite Main Bus Stop,650,3.7,135,06:00,23:00,Yes,5‑a‑side,"Washroom, Parking, Changing Room, Floodlights",001-837-635-2185x678,13.053483,80.235342,1,5,2022,697
Campbell-Arnold Turf,Nungambakkam,Opposite Main Bus Stop,883,4.0,51,06:00,22:00,No,7‑a‑side,"Washroom, Changing Room, Canteen, Parking",560.346.5006x6438,13.05207,80.082342,3,5,2022,2430
Pineda LLC Turf,Ambattur,Near XYZ Mall,461,4.1,104,07:00,23:00,Yes,6‑a‑side,"Washroom, Parking, Changing Room, Canteen",+1-306-815-7733x62965,13.1325,80.282101,2,3,2022,4082
Wilkinson-Thomas Turf,Tambaram,Near XYZ Mall,587,2.7,104,06:00,21:00,Yes,6‑a‑side,"Washroom, Changing Room, Canteen, Floodlights",846-905-7611x905,13.085474,80.148573,0,7,2022,1108
Blankenship-Walker Turf,Guindy,Near XYZ Mall,780,2.9,94,07:00,20:00,No,5‑a‑side,"Canteen, Changing Room",001-559-625-0589x4212,13.147291,80.246161,3,3,2022,3772
Walker and Sons Turf,Ambattur,Opposite Main Bus Stop,999,3.1,55,06:00,20:00,No,6‑a‑side,"Floodlights, Changing Room",+1-450-474-9583x7347,13.057948,80.072215,0,7,2022,1647
Ruiz and Sons Turf,Velachery,Near XYZ Mall,992,4.7,74,06:00,23:00,No,7‑a‑side,"Changing Room, Parking, Washroom, Floodlights",388.571.4043x7348,13.144469,80.244095,0,7,2022,4782
"Sanchez, Hale and Nunez Turf",Medavakkam,Opposite Main Bus Stop,957,4.4,30,08:00,20:00,No,5‑a‑side,"Canteen, Floodlights, Washroom",001-462-742-7178x9851,13.049797,80.208016,1,4,2022,3897
Boyer-Jones Turf,Kilpauk,Next to ABC Park,829,4.0,145,06:00,23:00,No,6‑a‑side,"Canteen, Parking, Changing Room",2077541860,13.111524,80.265885,3,3,2022,3011
"Holt, Riggs and Lewis Turf",Tambaram,Beside Metro Station,871,4.4,96,06:00,21:00,No,Futsal,"Canteen, Changing Room",703-519-9575,13.15664,80.024272,3,1,2022,2294
Stewart-Spence Turf,Kodambakkam,Near XYZ Mall,1054,3.6,112,07:00,23:00,Yes,Futsal,"Washroom, Canteen, Parking, Floodlights",499.891.6180,13.081015,80.055742,1,2,2022,1159
"Powers, Crawford and Peterson Turf",Kodambakkam,Close to Railway Station,771,4.3,110,06:00,22:00,Yes,6‑a‑side,"Changing Room, Washroom",601-456-5977,13.125464,80.206715,2,2,2022,3311
Young Ltd Turf,Mylapore,Beside Metro Station,935,3.4,81,05:00,22:00,Yes,Futsal,"Parking, Floodlights, Changing Room",227.770.2776x38508,13.160717,80.028614,0,3,2022,1869
"Jones, Hurst and Brown Turf",Tambaram,Beside Metro Station,955,3.4,6,06:00,21:00,No,5‑a‑side,"Parking, Changing Room, Canteen, Washroom",887-486-6684,13.159311,80.216432,4,3,2022,2486
"Roberts, Winters and Crosby Turf",T Nagar,Close to Railway Station,1099,4.6,145,06:00,20:00,Yes,6‑a‑side,"Changing Room, Parking, Floodlights",981.776.8578x1946,13.147163,80.195961,0,9,2022,646
"Jordan, Mcgrath and Jackson Turf",Ambattur,Beside Metro Station,555,3.0,81,05:00,23:00,No,7‑a‑side,"Changing Room, Washroom, Canteen",605.305.0415,13.193242,80.120077,0,4,2022,3719
"Kelley, Lopez and Wade Turf",Guindy,Opposite Main Bus Stop,1086,4.8,0,05:00,21:00,Yes,5‑a‑side,"Changing Room, Parking, Floodlights, Washroom",001-655-254-9619,13.111374,80.05242,2,3,2022,3411
Cantrell-Wilson Turf,Mylapore,Near XYZ Mall,598,4.9,66,08:00,20:00,No,6‑a‑side,"Changing Room, Canteen",(293)797-1446,13.117215,80.191575,0,9,2022,2234
"Stanton, Hamilton and Adams Turf",Porur,Beside Metro Station,1037,3.3,45,06:00,22:00,No,Futsal,"Parking, Washroom",001-834-902-7783x3323,13.149855,80.244088,1,7,2022,2343
Schwartz-Holland Turf,Anna Nagar,Beside Metro Station,525,2.9,148,05:00,23:00,No,7‑a‑side,"Floodlights, Canteen, Washroom",+1-580-219-8237x33700,13.164076,80.244979,1,5,2022,988
"Mitchell, Richards and Bell Turf",T Nagar,Near XYZ Mall,1064,3.8,116,07:00,20:00,No,6‑a‑side,"Changing Room, Parking, Canteen",269-517-2858x13535,13.040076,80.234779,3,5,2022,3476
Jackson-Mack Turf,Perungudi,Near XYZ Mall,1185,3.9,117,06:00,21:00,No,Futsal,"Floodlights, Canteen",562-850-6371x55922,13.065213,80.04905,4,7,2022,2459
"Richardson, Lucas and Fletcher Turf",Guindy,Near XYZ Mall,754,4.5,101,06:00,20:00,No,5‑a‑side,"Changing Room, Floodlights, Parking",(841)877-2709,13.018984,80.106356,0,6,2022,2885
"Harper, Molina and Reed Turf",Nungambakkam,Near XYZ Mall,1146,4.6,128,05:00,23:00,Yes,Futsal,"Floodlights, Canteen, Washroom, Changing Room",001-982-280-3551,13.007841,80.206724,0,9,2022,3419
Porter-Howell Turf,Chromepet,Opposite Main Bus Stop,1009,4.5,46,05:00,20:00,No,6‑a‑side,"Washroom, Canteen, Parking",7688711840,13.017194,80.030926,2,9,2022,2302
"Armstrong, Williams and Brown Turf",Tambaram,Opposite Main Bus Stop,581,3.4,114,06:00,20:00,Yes,6‑a‑side,"Canteen, Parking",5393920617,13.015305,80.294817,1,7,2022,4561
Hansen-Johnson Turf,Ambattur,Opposite Main Bus Stop,577,4.9,64,06:00,22:00,Yes,Futsal,"Parking, Canteen, Floodlights",-993,13.179024,80.154601,4,1,2022,3869
"Rogers, Allen and Cox Turf",Nungambakkam,Opposite Main Bus Stop,389,3.9,19,08:00,23:00,No,5‑a‑side,"Floodlights, Washroom",318-832-6906x978,13.130283,80.242175,3,8,2022,762
"Mckenzie, Bryant and Garcia Turf",Tambaram,Next to ABC Park,1048,2.7,124,08:00,22:00,Yes,Futsal,"Washroom, Parking, Floodlights",(271)310-1203,13.083043,80.221114,1,0,2022,1123
Bishop-Shields Turf,Chromepet,Opposite Main Bus Stop,486,3.1,20,06:00,23:00,No,6‑a‑side,"Canteen, Floodlights",924.256.2977x2998,13.152643,80.22737,3,7,2022,1516
Cole LLC Turf,OMR,Next to ABC Park,934,4.7,100,07:00,20:00,No,5‑a‑side,"Parking, Canteen, Washroom, Changing Room",3128544037,13.036744,80.052301,2,3,2022,4143
Patterson-Phillips Turf,Adyar,Next to ABC Park,956,4.2,127,07:00,20:00,No,6‑a‑side,"Washroom, Parking, Canteen",3374214820,13.043856,80.163191,2,3,2022,2549
"Garcia, Smith and Wilson Turf",Kodambakkam,Next to ABC Park,548,4.8,24,08:00,20:00,Yes,7‑a‑side,"Floodlights, Canteen",(349)683-3980x3676,13.077896,80.256642,0,4,2022,4223
Davis-Rhodes Turf,Ambattur,Beside Metro Station,983,3.8,26,05:00,22:00,No,5‑a‑side,"Canteen, Washroom",(784)932-9196x7165,13.048661,80.133388,4,7,2022,3608
Taylor-Alexander Turf,Velachery,Close to Railway Station,642,3.6,144,08:00,22:00,Yes,5‑a‑side,"Parking, Changing Room, Floodlights, Washroom",681.536.6299x112,13.031876,80.053952,3,4,2022,4590
Sanchez Group Turf,Tambaram,Next to ABC Park,336,3.9,135,08:00,21:00,Yes,5‑a‑side,"Parking, Canteen, Changing Room",001-328-705-3717,13.158869,80.205387,1,7,2022,2556
Williams-Bailey Turf,Nungambakkam,Opposite Main Bus Stop,970,4.5,24,06:00,20:00,No,Futsal,"Canteen, Floodlights, Changing Room, Parking",2127798662,13.07776,80.076744,2,9,2022,3670
"Barnes, Fischer and Bowen Turf",Perungudi,Next to ABC Park,619,2.9,12,07:00,22:00,Yes,6‑a‑side,"Floodlights, Canteen",+1-945-391-8689x794,13.052644,80.263611,0,0,2022,2182
Bryant LLC Turf,Medavakkam,Close to Railway Station,1130,3.7,33,06:00,21:00,No,Futsal,"Parking, Floodlights, Changing Room, Canteen",214-826-1852x906,13.074416,80.069636,0,9,2022,2755
Wright PLC Turf,Mylapore,Close to Railway Station,549,4.9,100,07:00,23:00,No,7‑a‑side,"Parking, Washroom, Floodlights, Canteen",338-562-1240x7722,13.172619,80.224538,3,8,2022,1654
Bryant Group Turf,Medavakkam,Close to Railway Station,1039,3.8,85,08:00,20:00,No,5‑a‑side,"Parking, Changing Room",001-601-734-0262,13.138508,80.030241,2,5,2022,4999
"Reyes, Atkins and Cox Turf",Medavakkam,Near XYZ Mall,425,3.2,103,05:00,23:00,Yes,Futsal,"Parking, Washroom, Floodlights",312-261-8490x5511,13.121778,80.061524,4,2,2022,3691
"Campbell, Lee and Nelson Turf",Chromepet,Close to Railway Station,783,2.6,99,06:00,22:00,No,Futsal,"Washroom, Canteen, Changing Room",721.626.4992,13.040787,80.223407,2,7,2022,2196
"Brown, Moore and Martinez Turf",Anna Nagar,Near XYZ Mall,507,2.7,100,08:00,23:00,Yes,6‑a‑side,"Canteen, Changing Room, Washroom",+1-284-436-9120x910,13.188078,80.249469,3,8,2022,4491
Simmons-Allen Turf,Medavakkam,Close to Railway Station,478,3.2,97,05:00,21:00,Yes,Futsal,"Floodlights, Canteen",732-674-6382x2482,13.043876,80.007207,3,5,2022,2148
Waters LLC Turf,Tambaram,Next to ABC Park,666,3.0,32,08:00,21:00,Yes,6‑a‑side,"Parking, Washroom, Changing Room",428-700-5978x3262,13.161739,80.277475,2,6,2022,1945
Rivera-Jackson Turf,Perungudi,Beside Metro Station,672,3.9,31,06:00,22:00,Yes,Futsal,"Washroom, Floodlights, Canteen, Parking",901-324-1196x60861,13.184094,80.273937,3,0,2022,4699
"Hudson, Davis and Davis Turf",Anna Nagar,Near XYZ Mall,657,4.2,25,06:00,23:00,Yes,6‑a‑side,"Parking, Washroom, Floodlights",+1-903-743-7137x20764,13.197789,80.055778,2,4,2022,4423
Wilson and Sons Turf,Pallavaram,Beside Metro Station,470,2.8,43,08:00,20:00,Yes,Futsal,"Parking, Canteen, Changing Room, Washroom",(307)863-0836,13.143096,80.083516,1,4,2022,753
Patrick and Sons Turf,Porur,Next to ABC Park,455,4.2,18,05:00,20:00,Yes,5‑a‑side,"Floodlights, Parking",(784)426-7075x1207,13.004873,80.185233,2,9,2022,3683
Stanley Ltd Turf,Mylapore,Near XYZ Mall,673,4.6,39,08:00,20:00,Yes,7‑a‑side,"Canteen, Floodlights, Washroom, Changing Room",641-343-4041,13.134815,80.161804,2,3,2022,3057
Ellis-Haynes Turf,Kilpauk,Opposite Main Bus Stop,1105,4.9,8,08:00,23:00,No,6‑a‑side,"Changing Room, Canteen",001-991-925-3662x0062,13.023553,80.188628,3,5,2022,598
Kaufman-Figueroa Turf,Anna Nagar,Beside Metro Station,803,3.1,145,06:00,23:00,Yes,7‑a‑side,"Parking, Changing Room, Washroom, Canteen",(864)930-1999,13.084373,80.003455,3,6,2022,2700
Phillips Inc Turf,Medavakkam,Near XYZ Mall,385,3.6,80,06:00,22:00,Yes,6‑a‑side,"Changing Room, Canteen",+1-453-597-1196x49486,13.13223,80.205647,0,8,2022,3461
"Young, Hampton and Brooks Turf",Tambaram,Near XYZ Mall,930,4.3,91,07:00,23:00,Yes,6‑a‑side,"Canteen, Changing Room",(665)629-8309x7667,13.111401,80.264765,0,0,2022,4933
Ramirez LLC Turf,Medavakkam,Next to ABC Park,743,4.1,132,07:00,23:00,Yes,6‑a‑side,"Changing Room, Floodlights, Parking, Canteen",262-631-2056,13.093361,80.040026,1,5,2022,4277
"Lutz, Castro and Peck Turf",OMR,Near XYZ Mall,1061,4.8,74,06:00,20:00,Yes,7‑a‑side,"Washroom, Floodlights, Canteen",369.408.1312x6573,13.18532,80.132374,0,6,2022,3369
"Stevenson, May and Martin Turf",Kodambakkam,Opposite Main Bus Stop,1170,3.0,115,07:00,23:00,Yes,6‑a‑side,"Floodlights, Washroom, Canteen",001-752-582-4503x95326,13.078853,80.215435,2,2,2022,3734
Petersen-Dawson Turf,Kodambakkam,Opposite Main Bus Stop,899,3.4,90,08:00,20:00,No,5‑a‑side,"Changing Room, Parking, Washroom",802-407-0118,13.0033,80.250923,3,7,2022,4291
Rodriguez-Nguyen Turf,Nungambakkam,Close to Railway Station,1062,3.5,117,08:00,22:00,Yes,6‑a‑side,"Floodlights, Washroom, Canteen",299.967.0660x4366,13.070783,80.074207,0,4,2022,1456
"Lynch, Chung and Avila Turf",Kodambakkam,Near XYZ Mall,1006,3.8,35,08:00,20:00,Yes,5‑a‑side,"Floodlights, Parking",565-980-0981x90892,13.103033,80.223666,0,8,2022,4567
"Smith, Choi and Clayton Turf",Velachery,Next to ABC Park,506,3.0,122,05:00,20:00,No,Futsal,"Floodlights, Canteen",(822)995-7420x443,13.046777,80.154354,1,4,2022,660
Allen-Rivera Turf,Perungudi,Beside Metro Station,949,3.5,146,05:00,22:00,No,6‑a‑side,"Floodlights, Canteen, Parking, Changing Room",001-592-209-0181x9658,13.049087,80.244918,1,8,2022,4993
Pace-Watts Turf,Porur,Opposite Main Bus Stop,885,4.9,40,07:00,23:00,Yes,Futsal,"Changing Room, Floodlights, Parking, Canteen",+1-805-814-4886x40398,13.170469,80.282437,2,9,2022,1800
Ramos Inc Turf,T Nagar,Opposite Main Bus Stop,1147,4.6,145,05:00,23:00,No,6‑a‑side,"Floodlights, Washroom",340-338-3072x0889,13.092869,80.215034,3,3,2022,4487
"Davis, Mason and Rice Turf",Porur,Close to Railway Station,981,3.4,84,08:00,20:00,No,7‑a‑side,"Parking, Changing Room, Washroom",-4985,13.140669,80.073919,1,8,2022,2027
Ramirez LLC Turf,Anna Nagar,Near XYZ Mall,562,3.5,136,07:00,22:00,Yes,5‑a‑side,"Parking, Floodlights",+1-485-548-8050x8410,13.146743,80.065503,0,4,2022,1718
Davidson-Burch Turf,Ambattur,Near XYZ Mall,911,2.6,136,07:00,21:00,No,7‑a‑side,"Floodlights, Changing Room, Parking, Washroom",976-951-3580,13.158712,80.237437,3,9,2022,4996
"Jimenez, Davis and James Turf",OMR,Opposite Main Bus Stop,776,4.8,73,08:00,21:00,No,6‑a‑side,"Changing Room, Canteen, Parking, Floodlights",-7101,13.166278,80.217892,3,8,2022,3604
Sanchez-Morgan Turf,OMR,Near XYZ Mall,522,2.9,118,07:00,21:00,No,6‑a‑side,"Floodlights, Parking, Canteen",001-857-327-1013x07353,13.14667,80.183087,0,2,2022,3235
Anderson and Sons Turf,Kodambakkam,Next to ABC Park,1123,3.9,40,08:00,22:00,Yes,Futsal,"Parking, Changing Room",-9625,13.143123,80.186784,1,3,2022,1454
"Acosta, Williams and Jensen Turf",Chromepet,Beside Metro Station,1016,2.9,114,05:00,23:00,No,7‑a‑side,"Washroom, Floodlights",958.937.8434,13.060325,80.193239,0,8,2022,3946
Guerrero LLC Turf,Ambattur,Near XYZ Mall,534,4.9,144,05:00,20:00,Yes,Futsal,"Floodlights, Changing Room, Parking, Washroom",222-360-7994x496,13.02268,80.29966,3,9,2022,1545
Cline-Davis Turf,Tambaram,Close to Railway Station,668,3.2,20,07:00,21:00,Yes,Futsal,"Canteen, Parking, Floodlights, Washroom",941-327-8873,13.09697,80.240053,4,5,2022,2193
Hinton-Fisher Turf,Mylapore,Near XYZ Mall,1182,4.8,147,08:00,20:00,Yes,6‑a‑side,"Floodlights, Parking",(829)715-8889,13.026782,80.148355,4,1,2022,3936
James-Herman Turf,Anna Nagar,Opposite Main Bus Stop,835,2.9,88,06:00,21:00,No,5‑a‑side,"Floodlights, Changing Room",001-330-589-8335x4015,13.017882,80.168108,2,6,2022,1062
Booker-Christensen Turf,Pallavaram,Beside Metro Station,798,3.6,105,06:00,23:00,Yes,5‑a‑side,"Canteen, Washroom",-1869,13.140811,80.210381,0,1,2022,2985
Jones Group Turf,Nungambakkam,Near XYZ Mall,672,2.6,12,05:00,21:00,Yes,7‑a‑side,"Changing Room, Washroom, Parking, Canteen",370.917.6946x84331,13.042463,80.201757,0,1,2022,3854
Cook-Bean Turf,Medavakkam,Close to Railway Station,401,3.8,7,05:00,23:00,Yes,7‑a‑side,"Parking, Changing Room, Canteen, Washroom",(825)424-0485x348,13.181256,80.253238,2,0,2022,725
Mcmillan-Davis Turf,Guindy,Opposite Main Bus Stop,401,4.1,63,06:00,21:00,Yes,6‑a‑side,"Changing Room, Parking",(506)447-6587x573,13.016069,80.158139,2,2,2022,1459
Reese-Mcguire Turf,Porur,Close to Railway Station,940,3.8,30,06:00,23:00,No,5‑a‑side,"Floodlights, Changing Room",410.577.8630x40228,13.108702,80.179298,2,5,2022,3567
"Peterson, Ortega and Ruiz Turf",Pallavaram,Next to ABC Park,1180,3.6,32,05:00,22:00,Yes,7‑a‑side,"Washroom, Floodlights, Parking, Canteen",(220)306-8315,13.059465,80.163572,3,7,2022,1315
Willis Ltd Turf,T Nagar,Next to ABC Park,478,2.7,35,07:00,22:00,No,Futsal,"Changing Room, Washroom, Floodlights",(986)407-2569x261,13.037153,80.095834,0,8,2022,3620
Bennett-Oneill Turf,Medavakkam,Close to Railway Station,541,4.1,22,06:00,21:00,Yes,7‑a‑side,"Changing Room, Washroom, Canteen, Floodlights",(392)369-2183x6040,13.108125,80.079877,3,6,2022,516
Perry Ltd Turf,Chromepet,Beside Metro Station,536,3.0,68,08:00,21:00,Yes,5‑a‑side,"Canteen, Parking, Washroom, Floodlights",964.366.7883,13.168905,80.230968,2,3,2022,1743
Hamilton Inc Turf,Porur,Next to ABC Park,1068,3.9,30,05:00,23:00,Yes,6‑a‑side,"Canteen, Washroom",(893)797-7661,13.019982,80.110815,0,5,2022,2705
Andrews PLC Turf,Guindy,Near XYZ Mall,646,3.3,75,05:00,20:00,Yes,5‑a‑side,"Washroom, Canteen",+1-663-680-2248x41388,13.137394,80.142801,3,4,2022,3024
Schneider-Gonzalez Turf,Pallavaram,Next to ABC Park,1187,4.1,21,05:00,22:00,Yes,7‑a‑side,"Parking, Canteen, Changing Room",-6840,13.062889,80.227991,3,7,2022,1569
Ellis PLC Turf,OMR,Close to Railway Station,1089,4.1,112,07:00,23:00,No,7‑a‑side,"Parking, Floodlights",001-538-747-2146,13.017874,80.123746,2,0,2022,3944
Bradley PLC Turf,Adyar,Opposite Main Bus Stop,1033,4.6,130,06:00,23:00,No,7‑a‑side,"Washroom, Parking",(517)570-0031x2546,13.039054,80.153038,0,0,2022,3065
